5,3999377.8140625,40000.0
10,3998133.3419589642,79993.7761702448
15,3996266.4765709885,119975.09963198115
20,3993777.1039404566,159937.7343078507
25,3990665.1033475897,199875.4347665567
30,3986930.3474171255,239781.94406022326
35,3982572.7022529407,279650.9915528598
40,3977592.027601497,319476.2907383329
45,3971988.1770445593,359251.5370462401
50,3965760.9982217164,398970.4056340662
55,3958910.3330832915,438626.5491639913
60,3951436.018174326,478213.5955627051
65,3943337.884950383,517725.1457625658
70,3934615.760126001,557154.7714224258
75,3925269.4660567134,596496.0126264263
80,3915298.8211556305,635742.3755590455
85,3904703.6403456754,674887.3301546603
90,3893483.7355486443,713924.3077198636
95,3881638.916212372,752846.6985267513
100,3869168.9898773725,791647.8493753696
105,3856073.762784426,830321.0611234895
110,3842353.040524701,868859.5861818424
115,3828006.6287341025,907256.625972928
120,3813034.3338336567,945505.3283514736
125,3797435.9638178754,983598.7849845911
130,3781211.329093152,1021530.0286896533
135,3764360.2433684017,1059292.0307278698
140,3746882.5246002725,1096877.6980515195
145,3728777.995995434,1134279.870502754
150,3710046.4870725763,1171491.3179618614
155,3690687.834786942,1208504.7374428369
160,3670701.8847203744,1245312.7501340806
165,3650088.4923400516,1281907.8983820023
170,3628847.524329274,1318282.6426152813
175,3606978.85999387,1354429.3582074998
180,3584482.392748005,1390340.3322758279
185,3561358.0316834077,1426007.7604134139
190,3537605.703226259,1461423.743353101
195,3513225.352886258,1496580.2835600642
200,3488216.9471026347,1531469.281750932
205,3462580.475192168,1566082.5333369425
210,3436315.9514045715,1600411.7247886548
215,3409423.417090926,1634448.4299197278
220,3381902.9429911645,1668184.1060872653
225,3353754.631646994,1701610.0903062199
230,3324978.619946988,1734717.595275351
235,3295575.0818110052,1767497.7053122388
240,3265544.231021506,1799941.3721948727
245,3234886.324209773,1832039.4109073598
250,3203601.6640055473,1863782.4952873331
255,3171690.6023590537,1895161.15357269
260,3139153.5440449608,1926165.7638453501
265,3105990.950358353,1956786.549369808
270,3072203.343013412,1987013.573824338
275,3037791.3082561186,2016836.7364228375
280,3002755.501202974,2046245.7669254236
285,2967096.65041843,2075230.2205360602
290,2930815.562744483,2103779.4726856863
295,2893913.1283966713,2131882.7136995336
300,2856390.3263415606,2159528.9433475765
305,2818248.2299716896,2186706.9652773524
310,2779488.013094887,2213405.3813287276
315,2740110.9562558695,2239612.585730564
320,2700118.453409071,2265316.7591796876
325,2659512.018962775,2290505.86280305
330,2618293.295215779,2315167.632004539
335,2576464.060209067,2339289.570198535
340,2534026.2360162544,2362858.942433018
345,2490981.897497954,2385862.7689058487
350,2447333.2815466397,2408287.8183787484
355,2403082.796850114,2430120.601494514
360,2358233.034203265,2451347.3640041593
365,2312786.777399472,2471954.0799119384
370,2266747.014734775,2491926.4445476285
375,2220116.9511597296,2511249.867577054
380,2172900.0211157994,2529909.4659635923
385,2125099.902095102,2547890.056895377
390,2076720.5289643977,2565176.1506951232
